0,trainLoss,trainRMSE-avg,testRMSE-avg
1,295883.18,335.7106,163.9767
2,277204.34,335.8152,163.9739
3,270287.41,335.9275,163.9665
4,266279.54,336.0033,164.0153
5,263380.35,335.9899,164.0201
6,260986.06,336.0609,164.0556
7,258990.14,335.9827,164.0318
8,256940.6,335.9739,164.0214
9,254831.9,336.0611,164.0423
