iteration,trainRMSE
0,"[259.08724390800194, 258.9639871667067, 258.0265560406725, 258.10717221702816, 258.22090689023753, 258.3468652236057, 258.45689323861836, 258.5927472270197, 258.68065376504444, 258.7219601581309, 258.7620803305814, 258.7570408033274]"
10,"[250.07659439870554, 231.90788105272478, 227.98290604840318, 227.70689768673785, 227.7213972489758, 227.79800418841597, 227.85997317438216, 227.94702624028594, 227.9856597727959, 227.98239246084225, 227.98220445594112, 227.9507705558476]"
20,"[239.7224983560739, 214.3632266294192, 211.02299443025169, 210.643447880443, 210.64565610376624, 210.71581903296902, 210.77009064131272, 210.8517059722498, 210.88846191523018, 210.88748464254604, 210.8876085775757, 210.85894024768962]"
30,"[228.1876764900562, 196.03655155508022, 192.439498622277, 192.01440862161337, 191.99834765897484, 192.05571413289314, 192.0969550880404, 192.16501847278843, 192.19096612339118, 192.19309377479786, 192.19381426819996, 192.16984529563518]"
40,"[213.25388316622434, 177.607632496572, 173.49699874027007, 173.10522636916147, 173.0821977463806, 173.13337835508298, 173.16287723633516, 173.21483265293807, 173.23020989851764, 173.22941893927288, 173.2306900385575, 173.2154516583867]"
50,"[197.10184826047796, 160.94900224955103, 156.45987782350784, 156.0309616454374, 155.9725039804771, 155.98709581297615, 155.99049844334004, 156.02626699812402, 156.03535477226404, 156.05342217398263, 156.056921381155, 156.06006363236096]"
60,"[175.58002974302133, 146.95375622574835, 144.49985338668725, 145.037729545091, 144.93000125506344, 144.3956123221544, 144.05098458856662, 143.93800133359844, 143.9212786112176, 144.03966058156752, 144.17002522620965, 144.26922655866161]"
70,"[154.53885009557266, 137.96570823087038, 139.272404350638, 141.48807918505068, 142.0269506438037, 141.53047760394446, 140.85701806547488, 140.4310112524254, 140.10349935162117, 140.24941457740215, 140.5193978421594, 140.78018844654025]"
80,"[147.36547182674448, 134.01553308230208, 136.52747178709072, 139.5980194272305, 140.06023242006844, 139.43383971140506, 138.67673031698916, 138.10363609575873, 137.42851690395304, 137.4680229134383, 137.81037723051384, 138.03005771769602]"
90,"[143.43922234014272, 130.95931730374775, 133.43579493613487, 136.9276548992376, 137.0936519204339, 135.89699764840267, 134.79202216084389, 134.16222534442514, 133.33486493794993, 133.6771790739069, 134.35918691136231, 134.87084255998957]"
100,"[137.8949457334139, 125.77133108032741, 128.3777311418762, 131.60164557725386, 132.26654083461767, 131.95466795646888, 131.36210440515308, 131.05628845949, 130.35557384056438, 130.754899677871, 131.3377263320205, 131.82874343296697]"
110,"[130.33015298289124, 122.35328268554032, 123.83006239161045, 126.54912399735002, 127.43267732257448, 127.97861347547564, 127.94399892066525, 128.03845474063831, 127.6443486538563, 128.28122306771732, 128.84349768408055, 129.31628466849133]"
120,"[125.03804408003667, 116.61565859922503, 119.53988328271886, 122.38065381479431, 123.83507326114996, 124.69119272846349, 125.14487363741812, 125.85127122865696, 125.66863556001493, 126.5303102706138, 126.9851696441871, 127.23976944113244]"
130,"[119.13901838778823, 112.62755202928412, 115.71296259624116, 118.69663794762707, 120.657862378355, 121.6939210009719, 122.35221443810178, 123.12743549449776, 123.75906499849518, 125.30624718904957, 126.18384962062098, 126.606046061487]"
140,"[116.63259740868257, 111.19851994448555, 112.97981925628548, 114.8847274638122, 116.01675454400946, 117.96284243277542, 120.12902009938881, 122.10969998176401, 123.39643047011918, 125.1780850520203, 126.02194224304087, 126.564631051445]"
150,"[111.51163614388477, 108.9965570590083, 110.92823261628334, 112.01805764519084, 112.39405426268458, 114.49834783427538, 116.74349042620985, 118.91182168926872, 121.14038832013807, 123.27126448212437, 124.74759881888482, 126.26692710603243]"
160,"[109.0096368396286, 109.52968712193173, 112.63072934675331, 112.33206370774856, 112.5413849084872, 114.69157446770996, 116.7750821575149, 119.21178096411973, 120.69119162818119, 122.371148684177, 124.07286154164558, 126.61827952933828]"
170,"[106.25106061581894, 107.0486361887461, 109.72861894746416, 110.16846349104948, 110.12013857838389, 112.36002717524352, 116.18400998206565, 119.13146362940671, 120.21512958858628, 120.56000906677878, 121.51625579608388, 124.60911178032335]"
180,"[104.8573228454636, 107.42557874061724, 108.61323827871475, 109.66073108864649, 109.32111826709512, 111.5094759055354, 114.20683285980746, 116.89873854442374, 118.5337026381522, 120.14411290679243, 122.39854074057456, 127.1215388490273]"
190,"[101.93498168081003, 105.58032221996304, 107.59163797972323, 108.2721427518839, 108.32905465021501, 110.66086670603379, 114.78715781528426, 118.02854041781379, 119.50757268823094, 119.97614596624787, 121.40566741179579, 124.469304686589]"
200,"[100.27595012098132, 104.03859358720608, 106.24829094611849, 106.99047992009207, 106.32711761703854, 107.4612831572699, 110.95931652893174, 114.86832058763099, 117.32102855886731, 119.36188350799232, 119.71874475686873, 123.01361371818265]"
210,"[99.38204205284771, 103.38992062088731, 105.93087954090701, 107.8171142290971, 108.6588342993333, 109.84549206487857, 112.10089209393371, 115.3397819849436, 117.89894037626777, 120.5754597306524, 121.00211798652538, 123.50321214712345]"
220,"[98.19317509351865, 102.11727818026185, 103.40417103755199, 103.92598424740694, 104.0327821896543, 105.61164112301725, 109.66483107169974, 113.94112297673846, 116.93853290058372, 119.27112469817509, 120.70711561454154, 124.07031329996869]"
230,"[96.79424653041087, 101.7903405386278, 104.618065267982, 106.34756115560741, 105.1575095584161, 105.62753205036273, 109.89835538589193, 114.58353324906945, 117.65638330942002, 119.40205987003178, 119.39812143075343, 121.8934243282723]"
240,"[95.6529257133562, 102.17942166069949, 105.74764705801007, 109.48407435929771, 110.94639573249259, 110.36788956574412, 111.61596881139587, 114.43746059336364, 116.47052694204044, 118.76436101447868, 121.69018652956892, 127.52344304799685]"
250,"[95.61685803804954, 101.17855787088526, 104.53066523916827, 106.16817657732955, 105.60086709403869, 106.14488451292766, 109.95680027213471, 113.92837871456386, 116.60762130921026, 118.40042183054084, 118.02785573461942, 119.42530339390197]"
260,"[94.9526881046933, 100.51040833795105, 101.12460246491393, 101.6132243769311, 101.10353546510409, 102.28082042108646, 106.85514280519091, 111.3019852328889, 114.78724948517785, 117.57794422231115, 118.16299053825125, 121.11970359109137]"
270,"[94.29997143270778, 101.3650606920935, 104.69509328498654, 106.08216007876644, 104.1886634000129, 104.77051100224567, 108.46813232989592, 112.10065773989865, 114.08347961423395, 116.44292309701616, 117.49479062749445, 119.8995027449254]"
280,"[93.71520923534881, 99.0838787271147, 101.70625500149768, 103.1918583842251, 103.85494925387715, 105.09439322269046, 108.25836926816477, 111.70464835816149, 114.73121726047894, 117.42297645953948, 118.88520608891852, 121.57508906544324]"
290,"[92.3238264245325, 99.02604442615004, 100.33484290868307, 100.79106309393467, 99.91185227632793, 101.39775746876442, 107.09966317687675, 111.08737029382856, 114.45820907571056, 116.37728863896403, 116.83563436883026, 119.08482269915217]"
300,"[91.64518897847746, 98.01007472319898, 98.73581843230608, 98.14890343684722, 97.29678146924296, 98.92515066233739, 103.7019125046368, 108.497761929785, 112.02704528222979, 113.85501935808018, 113.199978840636, 115.69509726685604]"
310,"[91.4598557672389, 97.5402345083424, 98.32310824279428, 98.0333668828719, 96.96234797718559, 99.22751753424765, 104.73161097536095, 109.17838921232108, 112.66537340210479, 114.76673644402962, 115.23267950047888, 117.05036467101249]"
320,"[91.92975110279919, 97.68334226069463, 99.52270891182799, 99.94415541710057, 99.45246355733397, 100.87725125032652, 105.08460995372968, 109.85463729284619, 113.09234948341138, 116.00793798988882, 115.42095413931526, 117.46243971590228]"
330,"[91.48747667773422, 97.39320314919681, 98.00245046770439, 99.80380924027165, 98.87234452848065, 99.59265824854201, 103.30581641658135, 107.58593545647415, 110.72282525091589, 113.27284976059178, 113.70889370872789, 115.46731971991444]"
340,"[92.66008090812333, 99.5812082357789, 101.11623476773994, 103.10850258442173, 101.77096048706983, 100.62372186982512, 103.28146800207337, 108.25851069042503, 113.88058534127573, 116.50791174222651, 116.09238605604094, 116.52176793984412]"
350,"[90.98399342907959, 96.46364508351743, 97.14524328320746, 96.57695669272651, 96.12423387029585, 97.84235178516761, 102.63297581342843, 107.34579374794302, 110.02491590448781, 110.6994044006709, 110.89733475839749, 113.08625153515703]"
360,"[89.95274244499186, 95.29889751191173, 96.51050372448675, 96.65088716407654, 95.6954264295151, 96.92073134973057, 101.25609434948637, 106.4802639965032, 110.76393269897629, 112.57753585347439, 112.3966489665473, 114.85455293762509]"
370,"[89.33100511362062, 96.14252771129848, 96.71060504598401, 96.87169265242676, 97.33751570255164, 99.21326007366257, 102.09841781029697, 105.41701693294328, 108.8279640519926, 111.92036753278715, 112.00551037515648, 114.23353168750523]"
380,"[89.77173046385353, 95.27413121585481, 94.45997600618874, 94.04363188191519, 94.3324821295821, 97.7397748709174, 103.6013591984411, 107.8788376195214, 108.92174509129097, 109.12278633387507, 109.94386207375423, 113.72224073994202]"
390,"[89.25192863445419, 95.40608629959235, 97.01777485209332, 96.44306962932436, 95.5941377351378, 97.27274447047341, 101.96732379670286, 106.67590295310488, 109.16430177792881, 110.0488237363216, 109.47415381007872, 110.68409517331703]"
400,"[89.27296139755114, 95.93374041852171, 95.47717278437457, 95.30503210145997, 94.40825928489642, 98.02373042690138, 104.12623917701771, 108.34913105303995, 108.54810302843995, 108.38775316681128, 108.49252860089632, 110.59392229361244]"
410,"[89.88025669439261, 95.11658016663415, 94.243125014207, 94.52857828213929, 94.12323680424721, 96.2504135625002, 100.98366928444939, 104.78783920652407, 105.9835940437791, 105.62940432054855, 106.06525502664549, 109.40373319036857]"
420,"[88.30711685650428, 95.56517110708462, 101.84731176383798, 105.23461130388345, 104.97395140168646, 104.73619984976385, 106.15678315659154, 109.90346994062004, 114.57253893846698, 119.08298406144377, 121.29311125133816, 123.65530560055578]"
430,"[89.28540489792705, 100.14791332453636, 103.89094132268632, 106.5063305283846, 105.98666320848999, 105.41516575380693, 107.37100635153622, 113.5314474037087, 119.69287222832034, 121.0551409288041, 119.05519249502518, 118.25471153765086]"
440,"[88.35821470359329, 93.97103269759549, 93.7812430438557, 94.12630130647449, 94.57151218894137, 98.14497829369182, 104.83317555719788, 108.55069537319693, 109.86886895728537, 108.2876353162972, 106.73099358578135, 109.67402863293472]"
450,"[87.84028468295159, 92.72587409516562, 92.90686144358396, 92.36293589997088, 92.1143937186457, 95.6265703197303, 100.79508242276583, 104.1066193233335, 104.61634204669353, 104.99501982200033, 107.5724144810302, 112.01147030613707]"
460,"[88.17395609765691, 92.7869259759474, 91.2558405617199, 90.65816006558225, 91.16224980782496, 94.54001786805549, 99.09569816201373, 102.31772008649372, 104.27488405678075, 103.25675071645193, 102.99842841625018, 106.01887171974701]"
470,"[87.6269419969143, 92.89734068056217, 92.53920615371585, 91.79202304467279, 93.12778789194137, 98.28195691702581, 105.49860377750996, 110.20894068508404, 111.98146653067833, 109.6038472565118, 106.65791963598485, 108.8778820946006]"
