0,trainLoss,trainRMSE-avg,testRMSE-avg
1,289193.45,275.9697,125.0058
2,256651.12,275.9861,125.1554
3,241950.79,275.9892,125.1666
4,234823.64,275.9995,125.1506
5,231327.69,275.9775,125.1354
6,229592.14,275.9782,125.1385
7,228712.42,275.9678,125.0989
8,228251.73,275.9636,125.105
9,227989.84,275.9631,125.0974
