0,trainLoss,trainRMSE-avg,testRMSE-avg
1,252339.07,242.0638,147.01
2,157101.33,242.0653,147.005
3,128405.29,242.074,146.9525
4,118872.78,242.0991,146.9416
5,113991.97,242.1146,146.9704
6,110794.0,242.1239,146.9898
7,108564.87,242.1328,146.9617
8,106994.87,242.1384,146.9877
9,105884.1,242.1375,147.0267
