iteration,trainLoss,trainRMSE-avg
0,311572.34,558.19
5,192587.38,438.85
10,182075.44,426.7
15,171844.23,414.54
20,161615.88,402.01
25,151684.92,389.47
30,142201.12,377.09
35,133173.48,364.93
40,124841.59,353.33
45,117267.52,342.44
50,110583.65,332.54
55,104905.06,323.89
60,100359.18,316.79
65,97075.2,311.57
70,95140.43,308.45
75,94548.97,307.49
80,94239.54,306.98
85,92538.29,304.18
90,82093.59,286.5
95,72101.48,268.49
100,67199.51,259.18
105,65731.43,256.27
110,64033.188,252.85
115,62774.824,250.33
120,62890.543,250.43
125,61278.066,247.06
130,59336.26,243.12
135,57646.83,239.56
140,56567.95,237.29
145,56197.39,236.5
150,57639.574,239.62
155,54983.0,233.91
160,55635.78,235.27
165,53662.504,231.13
170,57044.727,238.13
175,53384.24,230.23
180,49668.688,222.07
185,44768.2,210.96
190,46603.914,214.64
195,52024.586,226.27
200,39982.363,199.71
205,37662.36,193.44
210,38649.2,195.85
215,36681.617,190.78
220,67199.34,254.34
225,53851.375,230.81
230,64865.992,252.13
235,51571.207,224.99
240,38098.79,194.28
245,33882.46,183.45
250,31155.229,176.15
255,30660.896,174.84
260,32102.197,178.56
265,28810.195,169.57
270,28132.15,167.56
275,27899.398,166.78
280,26893.797,163.72
285,25823.04,160.6
290,31910.506,177.65
295,28444.295,168.39
300,30767.334,174.83
305,27934.355,166.75
310,26906.32,163.84
315,27366.238,165.15
320,27279.531,164.99
325,26860.518,163.69
330,24826.496,157.43
335,24403.445,156.1
340,23731.154,153.96
345,23895.79,154.44
350,22631.408,150.34
355,21699.66,147.19
360,33465.223,181.23
365,22876.1,151.12
370,21658.463,147.04
375,22051.3,148.38
380,21830.92,147.63
385,21508.186,146.41
390,22712.408,150.38
395,22543.742,149.99
400,20248.008,142.18
405,19929.102,141.08
410,19721.443,140.29
415,20044.236,141.49
420,19022.035,137.81
425,18470.75,135.81
430,17957.387,133.9
435,17857.053,133.54
440,26559.28,161.6
445,22326.2,149.04
450,26940.62,163.37
455,21702.865,147.14
460,20251.547,142.05
465,19218.627,138.5
470,18451.3,135.72
475,18018.203,134.12
480,18449.312,135.68
485,17131.035,130.8
490,16679.535,129.07
495,16287.346,127.55
