0,trainLoss,trainRMSE-avg,testRMSE-avg
1,298136.8,290.5998,130.4412
2,264462.92,290.6347,130.6411
3,250257.28,290.6388,130.6829
4,244065.75,290.6435,130.7085
5,241336.22,290.6336,130.7091
6,240103.66,290.628,130.6967
7,239544.36,290.6261,130.7031
8,239273.45,290.628,130.7551
9,239118.34,290.6342,130.8096
