0,trainLoss,trainRMSE-avg,testRMSE-avg
1,270088.65000000002,262.12599999999998,126.6561
2,233236.60000000001,262.32650000000001,127.23480000000001
3,219394.17999999999,262.33789999999999,127.3021
4,211795.87,262.3621,127.3676
5,207537.04000000001,262.34039999999999,127.37949999999999
6,205102.12,262.25569999999999,127.1647
7,203702.14999999999,262.23970000000003,127.18380000000001
8,202877.56,262.18470000000002,127.00749999999999
9,202378.12,262.16550000000001,126.9782
