0,trainLoss,trainRMSE-avg,testRMSE-avg
1,194439.82,194.9941,194.5461
2,137277.29,194.9809,194.5578
3,119687.41,194.9801,194.5263
4,115685.67,194.972,194.6038
5,114385.43,194.9668,194.652
6,113769.21,194.9669,194.6241
7,113412.45,194.9694,194.6512
8,113173.77,194.9676,194.6242
9,112993.43,194.9641,194.6678
