150.0,170.0,350.0,420.0,660.0,890.0,450.0,620.0,770.0,610.0,580.0,720.0
170.0,350.0,420.0,660.0,890.0,450.0,620.0,770.0,610.0,580.0,720.0,630.0
350.0,420.0,660.0,890.0,450.0,620.0,770.0,610.0,580.0,720.0,630.0,470.0
420.0,660.0,890.0,450.0,620.0,770.0,610.0,580.0,720.0,630.0,470.0,570.0
660.0,890.0,450.0,620.0,770.0,610.0,580.0,720.0,630.0,470.0,570.0,540.0
890.0,450.0,620.0,770.0,610.0,580.0,720.0,630.0,470.0,570.0,540.0,480.0
450.0,620.0,770.0,610.0,580.0,720.0,630.0,470.0,570.0,540.0,480.0,220.0
620.0,770.0,610.0,580.0,720.0,630.0,470.0,570.0,540.0,480.0,220.0,290.0
770.0,610.0,580.0,720.0,630.0,470.0,570.0,540.0,480.0,220.0,290.0,230.0
610.0,580.0,720.0,630.0,470.0,570.0,540.0,480.0,220.0,290.0,230.0,260.0
580.0,720.0,630.0,470.0,570.0,540.0,480.0,220.0,290.0,230.0,260.0,270.0
720.0,630.0,470.0,570.0,540.0,480.0,220.0,290.0,230.0,260.0,270.0,130.0
630.0,470.0,570.0,540.0,480.0,220.0,290.0,230.0,260.0,270.0,130.0,30.0
470.0,570.0,540.0,480.0,220.0,290.0,230.0,260.0,270.0,130.0,30.0,80.0
570.0,540.0,480.0,220.0,290.0,230.0,260.0,270.0,130.0,30.0,80.0,30.0
540.0,480.0,220.0,290.0,230.0,260.0,270.0,130.0,30.0,80.0,30.0,110.0
480.0,220.0,290.0,230.0,260.0,270.0,130.0,30.0,80.0,30.0,110.0,80.0
220.0,290.0,230.0,260.0,270.0,130.0,30.0,80.0,30.0,110.0,80.0,320.0
290.0,230.0,260.0,270.0,130.0,30.0,80.0,30.0,110.0,80.0,320.0,590.0
230.0,260.0,270.0,130.0,30.0,80.0,30.0,110.0,80.0,320.0,590.0,940.0
260.0,270.0,130.0,30.0,80.0,30.0,110.0,80.0,320.0,590.0,940.0,780.0
270.0,130.0,30.0,80.0,30.0,110.0,80.0,320.0,590.0,940.0,780.0,760.0
130.0,30.0,80.0,30.0,110.0,80.0,320.0,590.0,940.0,780.0,760.0,730.0
30.0,80.0,30.0,110.0,80.0,320.0,590.0,940.0,780.0,760.0,730.0,710.0
80.0,30.0,110.0,80.0,320.0,590.0,940.0,780.0,760.0,730.0,710.0,610.0
30.0,110.0,80.0,320.0,590.0,940.0,780.0,760.0,730.0,710.0,610.0,360.0
110.0,80.0,320.0,590.0,940.0,780.0,760.0,730.0,710.0,610.0,360.0,490.0
80.0,320.0,590.0,940.0,780.0,760.0,730.0,710.0,610.0,360.0,490.0,590.0
320.0,590.0,940.0,780.0,760.0,730.0,710.0,610.0,360.0,490.0,590.0,460.0
590.0,940.0,780.0,760.0,730.0,710.0,610.0,360.0,490.0,590.0,460.0,450.0
940.0,780.0,760.0,730.0,710.0,610.0,360.0,490.0,590.0,460.0,450.0,240.0
780.0,760.0,730.0,710.0,610.0,360.0,490.0,590.0,460.0,450.0,240.0,230.0
760.0,730.0,710.0,610.0,360.0,490.0,590.0,460.0,450.0,240.0,230.0,320.0
730.0,710.0,610.0,360.0,490.0,590.0,460.0,450.0,240.0,230.0,320.0,260.0
710.0,610.0,360.0,490.0,590.0,460.0,450.0,240.0,230.0,320.0,260.0,160.0
610.0,360.0,490.0,590.0,460.0,450.0,240.0,230.0,320.0,260.0,160.0,130.0
360.0,490.0,590.0,460.0,450.0,240.0,230.0,320.0,260.0,160.0,130.0,140.0
490.0,590.0,460.0,450.0,240.0,230.0,320.0,260.0,160.0,130.0,140.0,30.0
590.0,460.0,450.0,240.0,230.0,320.0,260.0,160.0,130.0,140.0,30.0,40.0
460.0,450.0,240.0,230.0,320.0,260.0,160.0,130.0,140.0,30.0,40.0,80.0
450.0,240.0,230.0,320.0,260.0,160.0,130.0,140.0,30.0,40.0,80.0,330.0
240.0,230.0,320.0,260.0,160.0,130.0,140.0,30.0,40.0,80.0,330.0,550.0
230.0,320.0,260.0,160.0,130.0,140.0,30.0,40.0,80.0,330.0,550.0,890.0
320.0,260.0,160.0,130.0,140.0,30.0,40.0,80.0,330.0,550.0,890.0,740.0
260.0,160.0,130.0,140.0,30.0,40.0,80.0,330.0,550.0,890.0,740.0,600.0
160.0,130.0,140.0,30.0,40.0,80.0,330.0,550.0,890.0,740.0,600.0,560.0
130.0,140.0,30.0,40.0,80.0,330.0,550.0,890.0,740.0,600.0,560.0,540.0
140.0,30.0,40.0,80.0,330.0,550.0,890.0,740.0,600.0,560.0,540.0,590.0
30.0,40.0,80.0,330.0,550.0,890.0,740.0,600.0,560.0,540.0,590.0,410.0
40.0,80.0,330.0,550.0,890.0,740.0,600.0,560.0,540.0,590.0,410.0,600.0
80.0,330.0,550.0,890.0,740.0,600.0,560.0,540.0,590.0,410.0,600.0,470.0
330.0,550.0,890.0,740.0,600.0,560.0,540.0,590.0,410.0,600.0,470.0,560.0
550.0,890.0,740.0,600.0,560.0,540.0,590.0,410.0,600.0,470.0,560.0,540.0
890.0,740.0,600.0,560.0,540.0,590.0,410.0,600.0,470.0,560.0,540.0,720.0
740.0,600.0,560.0,540.0,590.0,410.0,600.0,470.0,560.0,540.0,720.0,460.0
600.0,560.0,540.0,590.0,410.0,600.0,470.0,560.0,540.0,720.0,460.0,440.0
560.0,540.0,590.0,410.0,600.0,470.0,560.0,540.0,720.0,460.0,440.0,230.0
540.0,590.0,410.0,600.0,470.0,560.0,540.0,720.0,460.0,440.0,230.0,230.0
590.0,410.0,600.0,470.0,560.0,540.0,720.0,460.0,440.0,230.0,230.0,240.0
410.0,600.0,470.0,560.0,540.0,720.0,460.0,440.0,230.0,230.0,240.0,210.0
600.0,470.0,560.0,540.0,720.0,460.0,440.0,230.0,230.0,240.0,210.0,170.0
470.0,560.0,540.0,720.0,460.0,440.0,230.0,230.0,240.0,210.0,170.0,110.0
560.0,540.0,720.0,460.0,440.0,230.0,230.0,240.0,210.0,170.0,110.0,220.0
540.0,720.0,460.0,440.0,230.0,230.0,240.0,210.0,170.0,110.0,220.0,380.0
720.0,460.0,440.0,230.0,230.0,240.0,210.0,170.0,110.0,220.0,380.0,530.0
460.0,440.0,230.0,230.0,240.0,210.0,170.0,110.0,220.0,380.0,530.0,820.0
440.0,230.0,230.0,240.0,210.0,170.0,110.0,220.0,380.0,530.0,820.0,830.0
230.0,230.0,240.0,210.0,170.0,110.0,220.0,380.0,530.0,820.0,830.0,580.0
230.0,240.0,210.0,170.0,110.0,220.0,380.0,530.0,820.0,830.0,580.0,680.0
240.0,210.0,170.0,110.0,220.0,380.0,530.0,820.0,830.0,580.0,680.0,570.0
210.0,170.0,110.0,220.0,380.0,530.0,820.0,830.0,580.0,680.0,570.0,450.0
170.0,110.0,220.0,380.0,530.0,820.0,830.0,580.0,680.0,570.0,450.0,540.0
110.0,220.0,380.0,530.0,820.0,830.0,580.0,680.0,570.0,450.0,540.0,400.0
220.0,380.0,530.0,820.0,830.0,580.0,680.0,570.0,450.0,540.0,400.0,420.0
380.0,530.0,820.0,830.0,580.0,680.0,570.0,450.0,540.0,400.0,420.0,710.0
530.0,820.0,830.0,580.0,680.0,570.0,450.0,540.0,400.0,420.0,710.0,550.0
820.0,830.0,580.0,680.0,570.0,450.0,540.0,400.0,420.0,710.0,550.0,510.0
830.0,580.0,680.0,570.0,450.0,540.0,400.0,420.0,710.0,550.0,510.0,770.0
580.0,680.0,570.0,450.0,540.0,400.0,420.0,710.0,550.0,510.0,770.0,640.0
680.0,570.0,450.0,540.0,400.0,420.0,710.0,550.0,510.0,770.0,640.0,500.0
570.0,450.0,540.0,400.0,420.0,710.0,550.0,510.0,770.0,640.0,500.0,400.0
450.0,540.0,400.0,420.0,710.0,550.0,510.0,770.0,640.0,500.0,400.0,270.0
540.0,400.0,420.0,710.0,550.0,510.0,770.0,640.0,500.0,400.0,270.0,160.0
400.0,420.0,710.0,550.0,510.0,770.0,640.0,500.0,400.0,270.0,160.0,110.0
420.0,710.0,550.0,510.0,770.0,640.0,500.0,400.0,270.0,160.0,110.0,75.0
710.0,550.0,510.0,770.0,640.0,500.0,400.0,270.0,160.0,110.0,75.0,40.0
550.0,510.0,770.0,640.0,500.0,400.0,270.0,160.0,110.0,75.0,40.0,260.0
510.0,770.0,640.0,500.0,400.0,270.0,160.0,110.0,75.0,40.0,260.0,380.0
770.0,640.0,500.0,400.0,270.0,160.0,110.0,75.0,40.0,260.0,380.0,700.0
640.0,500.0,400.0,270.0,160.0,110.0,75.0,40.0,260.0,380.0,700.0,660.0
500.0,400.0,270.0,160.0,110.0,75.0,40.0,260.0,380.0,700.0,660.0,750.0
400.0,270.0,160.0,110.0,75.0,40.0,260.0,380.0,700.0,660.0,750.0,670.0
270.0,160.0,110.0,75.0,40.0,260.0,380.0,700.0,660.0,750.0,670.0,390.0
160.0,110.0,75.0,40.0,260.0,380.0,700.0,660.0,750.0,670.0,390.0,480.0
110.0,75.0,40.0,260.0,380.0,700.0,660.0,750.0,670.0,390.0,480.0,530.0
75.0,40.0,260.0,380.0,700.0,660.0,750.0,670.0,390.0,480.0,530.0,490.0
