iteration,trainRMSE
0,"[258.79203950518587, 257.02797306687233, 258.3533306752768, 258.7440294908365, 259.00795203135453, 259.2050600128183, 259.3363237512466, 259.4376474712057, 258.5367378338602, 258.5533557737437, 258.56534208778163, 258.56534208778163]"
10,"[132.56922984986855, 136.4127635937382, 140.49513874694017, 142.53524822922367, 143.03824077817475, 142.8616746170157, 142.90736066195007, 143.1201747346961, 142.2816502584107, 142.64922551499694, 143.0140550233248, 143.36219965348334]"
20,"[118.94541256274732, 123.80218071086503, 129.0390034938361, 132.68122678948097, 132.8978206991165, 131.45888118895235, 130.34678263557632, 130.00385005666445, 128.2213218595543, 129.38272410765708, 130.69909468566428, 131.823962219233]"
30,"[110.58077123863293, 117.56142688073393, 119.11069199410417, 118.34819799921901, 118.05456345384896, 119.6206819757179, 122.16178009771573, 125.38580725611999, 126.36859220988774, 128.92471256153692, 130.42629212036573, 131.10440147044406]"
40,"[105.27917061669066, 112.54672637782967, 115.34751049003015, 115.44085857551643, 116.49197467620203, 118.65429558882587, 121.69713196600708, 125.08736538123165, 126.2537712906179, 128.9278497679305, 130.754957956114, 131.88554324510898]"
50,"[102.05156484674892, 109.76450646134666, 111.22316658654503, 110.79993491028935, 111.69953840777796, 114.28090852411036, 117.46819801115251, 120.35969438593467, 120.18314200618966, 122.22545190281963, 124.73091850322143, 128.10123257662536]"
60,"[100.98519819996112, 109.15071762911445, 109.93873926019798, 109.14184475283955, 109.89368015172383, 113.12800898127708, 117.3442098158815, 120.65523276084096, 119.81686520671064, 119.8017882464946, 120.05002953057681, 122.58137450304915]"
70,"[100.47516189949498, 107.64449658899085, 107.85778113295572, 106.55397234756292, 106.74867305054818, 109.4991401437223, 114.19715885554454, 118.06387241162213, 117.23420404224636, 116.30190599298236, 115.99634586038079, 117.90594820401357]"
80,"[97.90297627641135, 104.824444162336, 104.94651799884863, 104.47562617361395, 105.29876820624497, 108.29405798231424, 112.24486099454968, 116.22423492768876, 115.76818657904793, 115.15520489358086, 114.91176968265925, 116.47359439672144]"
90,"[95.77254708237538, 103.34031523684317, 103.38426309470618, 103.83147103103875, 105.59515264999531, 108.81871835385338, 112.02222940099958, 114.53243025065498, 112.58975979484308, 112.04699955055733, 113.32085155850174, 117.58239866482648]"
100,"[95.44207990741229, 103.86347890955275, 105.0311180247327, 103.92406125093042, 103.04712686454182, 105.47165324781095, 110.11323184822662, 113.74235259896585, 112.66972171613382, 112.42882479690532, 111.8743057402521, 113.12888136974925]"
110,"[94.8296355805772, 102.39654367872492, 103.50321784510916, 103.91258269347202, 105.68896659738454, 109.35997263432063, 112.90087663689806, 114.22982015009839, 111.36167821590405, 111.3503607727215, 113.80917035825033, 118.83154187735829]"
120,"[93.73147886741937, 102.32692174090253, 103.3911336545689, 102.20519742384244, 102.03481459935747, 104.27308032973392, 107.16317575706152, 109.77833617709223, 108.49011056070036, 108.96836495699426, 109.50220956038439, 112.79911698078924]"
130,"[93.3208569436409, 102.31566924075625, 103.45900945271764, 102.4205273238335, 102.12621710497153, 104.56764114847809, 109.15806311926906, 113.39238298486497, 110.66762319033266, 109.03784114712013, 109.36177786136983, 112.88825998278203]"
140,"[93.37627661833977, 102.44971674005153, 103.85158962462337, 102.34993484012138, 101.20793822789534, 103.27685086304406, 107.8944220845964, 111.6102819472837, 110.9353843352919, 110.47659781164228, 109.52238032776383, 112.14029643740919]"
150,"[93.74298287443341, 101.31309115618811, 102.26462377911848, 101.27344062267709, 100.66449241459921, 103.98520787675562, 109.0613748878878, 111.34337376907574, 108.19282995728516, 106.53588182371027, 107.0025218709188, 111.74433282298085]"
160,"[95.81264206819839, 101.87642304559463, 103.34504387568072, 104.40528861008747, 106.19586684591148, 109.88971498033828, 112.80014521065372, 112.86369887274958, 109.03210616777534, 109.46856458192438, 112.97299260731984, 119.61530392642032]"
