iteration,trainLoss,trainRMSE-avg
0,446163.1,667.95
10,405437.8,636.74
20,385946.75,621.24
30,365149.72,604.27
40,342520.66,585.25
50,317976.75,563.89
60,293270.2,541.54
70,268509.5,518.17
80,244407.0,494.37
90,223502.39,472.74
100,204077.52,451.74
110,184914.11,430.01
120,168921.25,410.99
130,154821.86,393.47
140,141266.58,375.85
150,130167.11,360.76
160,117897.15,343.3
170,106202.88,325.73
180,102164.39,319.46
190,102778.79,320.48
200,98437.484,313.55
210,95502.164,308.83
220,93871.26,306.12
230,95978.66,309.44
240,93469.7,305.46
250,93948.19,306.17
260,91525.02,302.22
270,90513.52,300.61
280,88541.74,297.35
290,87752.02,295.96
300,86288.68,293.44
310,84122.67,289.71
320,85706.3,292.39
330,81912.08,285.88
340,83786.49,289.09
350,80106.51,282.63
360,81600.02,285.1
370,80059.45,282.58
380,79972.875,282.31
390,81500.45,285.09
400,79378.63,281.36
410,83323.55,288.32
420,78463.195,279.73
430,77143.78,277.46
440,78485.68,279.71
450,79430.945,281.39
460,77623.6,278.07
470,77522.96,278.05
480,80799.414,283.5
490,81138.875,284.23
500,75951.766,275.16
510,75901.92,275.02
520,77080.99,277.21
530,75960.266,275.19
540,78928.625,280.56
550,75255.64,273.86
560,74967.87,273.4
570,73608.84,270.83
580,74172.36,271.89
590,75854.27,274.94
600,74055.31,271.6
610,74907.89,273.35
620,74084.1,271.84
630,72063.37,268.16
640,71677.34,267.42
650,71216.23,266.5
660,87332.79,295.17
670,74948.16,273.37
680,75335.055,274.09
690,74825.24,273.03
700,73260.75,270.11
710,70815.51,265.68
720,70964.13,265.98
730,71076.68,266.18
740,72049.32,268.02
750,72321.195,268.35
760,71575.28,267.16
770,69663.4,263.57
780,77570.53,277.67
790,69513.195,263.32
800,68275.49,260.85
810,72433.61,268.7
820,67970.79,260.36
830,66791.41,258.18
840,68965.02,262.36
850,66881.16,258.29
860,72130.67,268.12
870,70297.18,264.77
880,70803.63,265.47
890,71468.42,266.87
900,72628.766,269.0
910,71341.76,266.78
920,71976.08,267.84
930,75300.26,273.91
940,74724.71,272.82
950,69272.69,262.89
960,69971.086,264.05
970,67678.234,259.85
980,72238.625,268.32
990,70464.92,264.94
