iteration,trainLoss,trainRMSE-avg
0,219092.34,468.07
10,207620.98,455.65
20,195749.95,442.44
30,182104.17,426.74
40,167327.55,409.06
50,151679.3,389.46
60,135747.62,368.44
70,120245.375,346.76
80,105914.83,325.44
90,93329.89,305.5
100,83693.57,289.28
110,71203.836,266.83
120,63171.195,251.33
130,56270.234,237.16
140,52161.36,228.19
150,49732.613,222.56
160,46875.477,216.02
170,44087.277,209.85
180,53086.95,230.16
190,44045.76,209.45
200,41689.32,203.93
210,39105.824,197.53
220,41417.35,203.24
230,38066.992,194.97
240,36009.453,189.57
250,34804.258,186.39
260,35476.973,188.15
270,35694.32,188.74
280,32786.816,180.88
290,35835.91,189.07
300,33763.836,183.54
310,32092.908,178.8
320,31921.92,178.43
330,31714.463,177.82
340,30021.17,173.07
350,30597.967,174.72
360,29500.139,171.6
370,31604.918,177.12
380,28540.773,168.7
390,30051.541,172.92
400,29994.707,172.97
410,28323.338,168.02
420,28580.172,168.73
430,27459.477,165.54
440,26986.383,164.09
450,25562.072,159.74
460,25253.385,158.81
470,24933.166,157.75
480,24519.246,156.48
490,24405.705,156.07
500,23883.844,154.45
510,24057.934,154.95
520,23830.969,154.26
530,23135.857,152.02
540,23177.635,152.13
550,23081.154,151.83
560,22895.213,151.21
570,23934.645,154.6
580,22542.916,150.0
590,22366.43,149.48
600,22053.17,148.38
610,22061.197,148.46
620,22162.445,148.7
630,21637.49,147.04
640,21178.629,145.41
650,21269.186,145.77
660,21170.844,145.35
670,20999.875,144.81
680,22502.908,149.86
690,22824.232,150.85
700,21968.85,148.08
710,21873.104,147.8
720,21330.861,145.94
730,21472.31,146.44
740,20647.303,143.6
750,20908.129,144.52
760,19814.5,140.69
770,19720.877,140.39
780,19287.436,138.83
790,19429.46,139.35
800,18739.637,136.82
810,18426.285,135.7
820,18285.24,135.15
830,18349.555,135.41
840,18196.041,134.83
850,18409.836,135.62
860,17375.057,131.77
870,18487.695,135.85
880,16868.07,129.82
890,17113.54,130.75
900,16923.682,130.06
910,17336.113,131.5
920,17791.18,133.34
930,16639.172,128.76
940,16592.652,128.76
950,15915.337,126.09
960,17271.742,131.29
970,15468.564,124.3
980,16488.113,128.25
990,14842.553,121.79
