0,trainLoss,trainRMSE-avg,testRMSE-avg
1,180477.29,166.0982,157.058
2,140406.77,166.0505,157.1374
3,109716.96,166.022,157.1084
4,87170.48,166.0163,157.1273
5,73222.48,166.0188,157.1795
6,67120.57,166.0212,157.181
7,65222.59,166.0328,157.128
8,64721.06,166.0716,157.017
9,64572.72,166.0922,156.9689
