0,trainLoss,trainRMSE-avg,testRMSE-avg
1,139920.56,190.4706,154.7726
2,99974.0,190.4713,154.7277
3,94951.38,190.4714,154.7351
4,93435.05,190.4738,154.7363
5,92734.31,190.4736,154.7288
6,92287.1,190.4732,154.7588
7,91947.6,190.4732,154.738
8,91645.87,190.4728,154.75
9,91360.19,190.4734,154.7496
