0,trainLoss,trainRMSE-avg,testRMSE-avg
1,264495.41,270.6982,139.7044
2,222492.12,270.7805,140.4809
3,211890.24,270.8307,140.6766
4,206599.07,270.8735,140.7959
5,203505.15,270.904,140.8041
6,201557.26,271.026,141.113
7,200327.82,271.0975,141.2514
8,199418.37,271.0966,141.1654
9,198661.24,271.0858,141.1785
