iteration,trainRMSE
0,"[669.0243005671815, 668.4543888990618, 668.1847049297057, 668.10502768697, 668.0171191129948, 667.838666271769, 667.3426961340359, 666.985245015355, 666.9722623178919, 666.5938389391613, 666.2740475454686, 666.1750006182377]"
10,"[593.2294091493663, 591.2570568719302, 590.7519364601898, 590.6114292229851, 590.4961568353054, 590.3058854958529, 589.8008961936428, 589.446736177093, 589.4319327297293, 589.071580120086, 588.7751856425984, 588.6994978161282]"
20,"[571.8934352504957, 569.6050795282241, 569.1045254592176, 568.9821182498293, 568.8764440518271, 568.6972534715319, 568.2019861465578, 567.8582074007564, 567.8480636673268, 567.4988894273647, 567.2137409226336, 567.1476894208575]"
30,"[548.6726628720206, 546.1258095395293, 545.5528665894761, 545.4117734392619, 545.3138715556504, 545.1487272750734, 544.6666427105054, 544.3364678695029, 544.332181871787, 543.9974916235352, 543.7267634012599, 543.672712469132]"
40,"[524.3278605703666, 521.38352641652, 520.759391272929, 520.6169448536964, 520.5307915426197, 520.3831286184634, 519.9183298709163, 519.6055783633726, 519.6083938578413, 519.2922690762797, 519.0398568018688, 519.0005630902656]"
50,"[499.3481850983527, 496.10854163595565, 495.45271905070075, 495.3130496879989, 495.2420818468354, 495.1163323001086, 494.67449699248397, 494.3842165656723, 494.3956442915058, 494.1034051633101, 493.87431021968064, 493.8531123918649]"
60,"[474.59093831488593, 471.29602158237276, 470.6484227989653, 470.5188113128527, 470.4674221196104, 470.36909308393024, 469.9577318284713, 469.6964308684626, 469.71821668372564, 469.45666801388177, 469.25718672480343, 469.25800356412003]"
70,"[451.3110428450403, 448.26725748685874, 447.67995901812304, 447.56975808056393, 447.5431654131807, 447.47872645673823, 447.10761790847084, 446.88342952757347, 446.9174487239573, 446.69506315167155, 446.53290529226217, 446.560134528397]"
80,"[431.057744397072, 428.58046530231906, 428.1356018270975, 428.05900045495844, 428.0634935814009, 428.04044548142525, 427.7221209605167, 427.54504552290655, 427.5932282423486, 427.42040154857216, 427.3048269138458, 427.36320724297974]"
90,"[416.4217059414794, 414.534418426046, 414.1380869341716, 414.0209039528702, 413.97669106970284, 413.92084400180994, 413.6144043602087, 413.4762882444461, 413.54002620897, 413.44396002630594, 413.41547506412917, 413.5572450438881]"
100,"[407.78084716249055, 407.4070801346555, 407.3227125222276, 407.322546852488, 407.3997301533599, 407.48102456912517, 407.32123760598415, 407.2908318470803, 407.39869270071944, 407.38920934709233, 407.44482210470073, 407.63915882772983]"
110,"[404.8543497776502, 406.20472889487615, 406.4498618134263, 406.51623853023546, 406.62105847225104, 406.73542385866756, 406.61704366033746, 406.6178327313915, 406.7325344730599, 406.76052842725574, 406.84571108297007, 407.03961090536365]"
