0,trainLoss,trainRMSE-avg,testRMSE-avg
1,63448.48,164.6648,60.5211
2,58203.18,164.6713,60.5413
3,57114.39,164.6671,60.5141
4,56796.43,164.6695,60.5056
5,56611.33,164.6697,60.503
6,56444.75,164.6735,60.4996
7,56283.74,164.6712,60.5099
8,56118.89,164.6707,60.5013
9,55955.7,164.6734,60.4972
