0,trainLoss,trainRMSE-avg,testRMSE-avg
1,117662.25,182.369,198.5103
2,107004.79,182.4294,198.5054
3,105578.76,182.4383,198.5206
4,104816.86,182.4433,198.5525
5,104152.34,182.4593,198.5763
6,103529.43,182.46,198.5359
7,102946.83,182.4724,198.5849
8,102403.98,182.4629,198.5547
9,101898.79,182.4628,198.5317
