0,trainLoss,trainRMSE-avg,testRMSE-avg
1,115310.2,156.0253,171.4725
2,79556.11,156.0266,171.4852
3,72875.39,156.0261,171.4768
4,70939.79,156.0274,171.469
5,70167.4,156.0279,171.4783
6,69794.09,156.0283,171.4728
7,69581.42,156.0264,171.4653
8,69437.38,156.0272,171.4543
9,69320.11,156.0271,171.4545
