iteration,trainLoss,trainRMSE-avg
0,44048.9,209.88
10,34978.5,186.97999999999999
20,33461.6,182.90000000000001
30,32719.7,180.88
40,32123.7,179.22999999999999
50,31217.0,176.68000000000001
60,30129.4,173.56999999999999
70,28947.9,170.13
80,28287.8,168.16999999999999
90,27287.5,165.16
100,26549.6,162.91
110,25952.6,161.06
120,26115.7,161.56999999999999
130,25184.7,158.65000000000001
140,25673.1,160.19999999999999
150,25253.7,158.88
160,24407.0,156.18000000000001
170,24814.7,157.49000000000001
180,24098.4,155.18000000000001
190,22833.7,151.03999999999999
200,22243.8,149.06
210,22446.4,149.75
220,21944.2,148.06999999999999
230,20750.4,143.97
240,20395.8,142.69999999999999
250,19330.8,138.90000000000001
260,19264.9,138.69
270,18247.9,134.93000000000001
280,18084.4,134.34
290,17614.2,132.55000000000001
300,17613.4,132.52000000000001
310,16650.1,128.84999999999999
320,15822.9,125.54000000000001
330,16125.7,126.79000000000001
340,16489.3,128.22999999999999
350,14983.8,122.11
360,14501.4,120.09999999999999
370,13964.2,117.79000000000001
380,14009.5,118.04000000000001
390,13771.9,117.0
400,13916.2,117.65000000000001
410,13204.0,114.52
420,12653.2,112.03
430,13189.4,114.48
440,12610.7,111.87
450,12509.3,111.41
460,12489.1,111.36
470,11220.0,105.3
480,11968.3,108.98999999999999
490,11508.2,106.78
500,11763.0,108.02
510,10826.2,103.41
520,11121.4,104.88
530,10132.6,99.909999999999997
540,10662.5,102.68000000000001
550,9802.4,98.219999999999999
560,9821.45,98.439999999999998
570,9628.26,97.349999999999994
580,11455.6,106.56
590,10480.7,101.86
600,9404.96,96.219999999999999
610,9929.7,99.060000000000002
620,9140.77,94.829999999999998
630,9292.48,95.709999999999994
640,9003.74,94.109999999999999
650,8482.41,91.170000000000002
660,8681.7,92.340000000000003
670,8663.15,92.299999999999997
680,8340.94,90.359999999999999
690,8280.21,90.170000000000002
700,7854.05,87.599999999999994
710,8026.08,88.709999999999994
720,7557.73,85.799999999999997
730,8942.84,93.959999999999994
740,7732.82,86.989999999999995
750,7253.24,84.079999999999998
760,6992.34,82.430000000000007
770,6884.17,81.870000000000005
780,6667.52,80.480000000000004
790,6367.18,78.489999999999995
800,6204.05,77.450000000000003
810,5901.72,75.370000000000005
820,6222.87,77.780000000000001
830,6783.11,81.489999999999995
840,5894.18,75.430000000000007
850,6092.68,76.890000000000001
860,5528.47,72.950000000000003
870,5252.28,70.849999999999994
880,5838.24,75.040000000000006
890,5518.18,72.909999999999997
900,5176.65,70.450000000000003
910,4888.47,68.189999999999998
920,4658.44,66.370000000000005
930,4805.96,67.650000000000006
940,4689.48,66.810000000000002
950,4653.56,66.709999999999994
960,4456.49,65.090000000000003
970,4337.34,64.25
980,4296.05,63.920000000000002
990,4510.97,65.739999999999995
