iteration,trainLoss,trainRMSE-avg
0,428971.7,654.96
10,239508.12,489.37
20,211261.88,459.61
30,188623.94,434.3
40,167522.98,409.29
50,149254.42,386.33
60,136686.23,369.7
70,126150.03,355.17
80,118866.24,344.76
90,113625.305,337.07
100,111278.57,333.55
110,109700.93,331.16
120,107109.99,327.22
130,103897.54,322.3
140,103185.46,321.19
150,101149.54,318.0
160,99305.12,315.1
170,98833.336,314.34
180,100511.016,316.94
190,98304.02,313.49
200,96262.94,310.21
210,93960.27,306.48
220,98485.36,313.73
230,109428.63,330.49
240,102733.57,320.43
250,97202.664,311.71
260,95837.71,309.5
270,93297.56,305.36
280,92886.45,304.67
290,90546.375,300.83
300,90480.75,300.73
310,89581.445,299.22
320,92742.55,304.42
330,88104.195,296.75
340,86589.375,294.2
350,87614.76,295.91
360,86393.26,293.85
370,84898.49,291.33
380,83440.09,288.79
390,84759.61,291.07
400,85885.96,292.96
410,85416.52,292.12
420,89855.56,299.63
430,84111.55,289.89
440,82376.7,286.94
450,80765.57,284.15
460,80686.11,283.96
470,82470.76,287.03
480,80274.88,283.28
490,82781.07,287.62
500,81866.32,285.99
510,82219.49,286.58
520,82294.1,286.83
530,79445.47,281.83
540,80271.086,283.26
550,79808.38,282.41
560,85209.46,291.83
570,80514.56,283.7
580,80441.88,283.6
590,78734.55,280.54
600,81470.125,285.35
610,77898.37,279.04
620,76298.29,276.19
630,95455.14,308.65
640,82663.24,287.4
650,79964.79,282.72
660,82003.055,286.27
670,77920.305,279.1
680,77786.33,278.83
690,77717.95,278.73
700,75809.96,275.29
710,77452.86,278.25
720,76808.805,277.08
730,75127.95,274.04
740,74681.38,273.23
750,73859.53,271.74
760,72400.83,269.03
770,71679.164,267.68
780,78564.766,280.05
790,70012.92,264.54
800,72256.54,268.74
810,71514.86,267.38
820,71786.98,267.83
830,71058.7,266.51
840,69701.945,263.94
850,68405.41,261.46
860,68493.59,261.66
870,75184.08,274.12
880,70253.336,265.0
890,68623.914,261.89
900,72813.945,269.75
910,69602.17,263.74
920,69210.67,263.02
930,72908.17,269.84
940,70013.33,264.49
950,69180.03,262.92
960,68944.18,262.54
970,66950.92,258.62
980,68922.695,262.49
990,64347.562,253.58
