0,trainLoss,trainRMSE-avg,testRMSE-avg
1,40662.75,105.9383,102.8174
2,38106.56,105.9492,102.844
3,37173.84,105.9469,102.7989
4,36712.45,105.9476,102.8387
5,36462.47,105.9471,102.8661
6,36303.36,105.9513,102.7637
7,36185.68,105.9468,102.7757
8,36090.69,105.9459,102.7447
9,36014.1,105.9413,102.79
