0,trainLoss,trainRMSE-avg,testRMSE-avg
1,167390.65,174.0961,179.1137
2,106093.5,174.0977,179.1208
3,83245.1,174.0991,179.1257
4,77553.91,174.099,179.1254
5,75972.54,174.0988,179.0896
6,75430.52,174.0986,179.0717
7,75210.26,174.0982,179.0529
8,75100.26,174.0986,179.0371
9,75030.44,174.0982,179.031
