iteration,trainRMSE
0,"[376.0095172280195, 379.9900225650583, 379.26048722978214, 379.44772498007956, 379.6666499869428, 379.9397588983024, 380.1708145782802, 380.28051721542386, 380.34309320964735, 380.35550836016324, 380.3551257206604, 380.3482491424542]"
10,"[331.9429113292715, 289.0428377483635, 287.7345964882851, 289.69623004312643, 291.06499591063414, 291.8295802440611, 292.18613299079715, 292.20211823356885, 292.2241741951936, 292.18538493623464, 292.0977570213858, 292.1678573214793]"
20,"[316.0206509196346, 266.8594189252687, 272.76573585627494, 279.4353628972941, 283.41212932847037, 285.9164460712207, 286.9851048578665, 287.38395855124605, 287.77291976859635, 288.12558580073755, 288.4423987415278, 288.91135651812675]"
30,"[308.1256811030999, 261.85265729748465, 264.78303339221355, 270.0204589990677, 272.99986943570593, 275.13244283060436, 275.9001962036065, 276.16383731931586, 276.63604779048205, 277.5332056950871, 278.58063382904675, 279.85628988208174]"
40,"[303.1695563879746, 259.09806336967995, 261.223568357104, 259.99455441787154, 258.674336002191, 256.90644588047655, 255.14394079105864, 254.00910520327054, 255.8463525591617, 260.09364377088735, 266.4246693940833, 273.511383357079]"
50,"[295.77993653451847, 245.46067436710476, 248.13354604428963, 250.07402055846072, 248.96193141749907, 247.3449341634024, 245.99757102630696, 246.61694158582952, 250.7010360557889, 256.8200040956267, 265.9608276460182, 275.2140882009131]"
60,"[290.81330869647996, 239.87394781319315, 242.30011953344828, 246.2739156150526, 247.17525625300843, 246.63256372624815, 244.95886219178874, 245.2635426532336, 248.6188044372219, 254.6185128266112, 263.1082125988986, 272.595107625376]"
70,"[287.13766568126334, 236.414481864409, 239.24780218570442, 242.63164864351293, 241.5951245648286, 238.98580421542698, 234.87279783572083, 232.99460529317375, 235.50436969760844, 241.5443833496618, 252.1974432762127, 264.6575382694005]"
80,"[283.4140346830196, 233.8024655682715, 235.94522470776027, 239.49668936559414, 237.6097638208237, 234.91655308167014, 231.250052505868, 229.78402275052488, 232.0790316401219, 238.15943583393627, 249.06632185205234, 260.98585193414897]"
90,"[279.2912269456276, 228.09702919649993, 229.9186480584361, 233.5696832417354, 231.59247299134017, 230.96776370805583, 228.94839117801254, 227.17359134682556, 226.68907288275975, 229.01845770660015, 235.41414183650224, 245.73006223440092]"
100,"[276.3647099765342, 222.62916407518622, 222.4933900339017, 225.79286449681032, 225.49710401291856, 225.37809702464733, 223.5099488758425, 223.01933132032462, 224.6709800406761, 228.43691037846997, 236.70783731081826, 248.08151138187426]"
110,"[273.82501904470337, 217.98783263018498, 217.35300324759544, 220.62493233962883, 220.77487083306255, 221.3020645036619, 220.314765145202, 220.69851491402855, 222.05903120734254, 223.87781110857142, 230.28446678556838, 240.11377161835168]"
120,"[270.83316397777236, 216.67329571767894, 213.9988976622099, 216.11168070567805, 215.1079288058107, 215.10233830144605, 214.19317867003494, 215.98506720607037, 217.53368524393932, 219.97414170585574, 227.23936896413926, 237.28540968844382]"
130,"[269.58582176360767, 214.68144393237677, 213.3831244926208, 216.29692323159688, 219.77067847236484, 223.92693182613777, 227.39729744276403, 227.70381503890457, 225.965682873074, 222.15181743169842, 222.20002735267403, 226.0737911751789]"
140,"[266.4293700011364, 211.0833216220287, 215.46304467234387, 225.6942805390154, 228.9946822363019, 228.38409615703543, 224.20905893331968, 222.12249124909889, 220.87584898575713, 222.16466953530124, 228.98894554266587, 238.0717437702038]"
150,"[264.37855065529186, 207.24490652683522, 206.53967414277966, 210.30166088778384, 210.51951281195878, 211.78754140372763, 212.10080278681082, 213.19805346774723, 212.8810917218185, 213.89305511705535, 218.89498142106711, 228.53959380520374]"
160,"[262.4582274521623, 206.14582487063709, 205.90634091953675, 208.97925998924975, 207.5120372664996, 207.93768069977293, 208.36309765441726, 207.20371268236377, 204.95519368440293, 202.7675338667866, 205.79017419888328, 214.04307254312207]"
170,"[259.7391472341818, 203.15320489707042, 201.678296495545, 204.026365447838, 203.1676409363594, 204.5608399821629, 207.22849839235982, 207.9039561772693, 205.78056998509928, 204.28073538493703, 206.43668959894882, 212.9701225175101]"
180,"[259.3546234744079, 205.83993731057112, 210.06637481645018, 217.8902936787948, 220.60211073947252, 223.93467293612733, 224.4102157330258, 223.62521556203095, 220.80317943166833, 216.70598434382137, 218.2418352149501, 221.10062179221424]"
190,"[256.69966668965213, 201.21946111201552, 200.16672649936805, 202.6984719146984, 201.81950696605927, 203.34952119938572, 204.8420912711199, 203.38475562678363, 201.42165178390985, 200.4606106855079, 203.17599174815544, 210.12279117565038]"
200,"[256.77348666545873, 201.05584161179897, 201.64218362867135, 204.61242570181955, 203.11011242114506, 204.9928561386061, 204.80570744582658, 203.4204530390751, 201.22352901523234, 198.35133960237775, 199.39375383415086, 206.34299815948555]"
210,"[253.87343544451295, 199.02974975664756, 196.92169180100603, 199.85346382611985, 198.57451979925642, 198.96158749345383, 199.0134409383061, 198.62348773048396, 197.368756370941, 197.55210566139743, 201.70190825104393, 209.46279470410312]"
220,"[252.13699931209123, 196.2309346659437, 195.51545978938867, 200.85917371408826, 201.59137440211327, 204.56530034756156, 204.33954711980314, 201.34786452810505, 197.62570176976791, 198.18968411675388, 203.5834848111851, 214.14330932526605]"
230,"[250.67343750094307, 197.14543099942077, 199.20683838951436, 205.04887085459768, 208.76529333032695, 215.85336426124113, 219.81413865362202, 220.68454095761433, 218.81167324690523, 212.7917513131378, 208.26860628268648, 206.275777711056]"
240,"[249.00357759991454, 194.21643446803404, 195.38435940401672, 196.45781624263913, 195.0174359168963, 196.7097818232425, 197.1538916990129, 196.38899659405874, 195.80895952647796, 195.18524673058175, 198.1563471419845, 203.09786611457199]"
250,"[246.80461766562598, 191.87667203218592, 189.92545701975826, 192.89399521919918, 191.55078049679872, 190.55478700870646, 189.486046559088, 187.0946215832288, 184.23664425717524, 185.1265018361755, 188.76349047194316, 198.02717903452842]"
260,"[245.16201678763886, 191.33627283821235, 189.46760894705992, 190.88399963179702, 189.0679860261331, 189.97972295695664, 191.05122377636562, 190.13379432131634, 189.1154379761808, 187.81547669800457, 187.6072461567492, 191.01888522922224]"
270,"[242.64699900469577, 189.1439808343219, 187.3825545279373, 191.1366246511612, 190.11686357842387, 189.38054415934616, 188.23348095752874, 185.87553137481825, 181.9481229210668, 181.6916969111084, 185.45660657142548, 195.11381516137314]"
