0,trainLoss,trainRMSE-avg,testRMSE-avg
1,250376.57,240.3556,149.2048
2,155369.42,240.357,149.215
3,125463.55,240.3721,149.2259
4,115397.86,240.4287,149.3406
5,110426.7,240.4677,149.4292
6,107288.96,240.4793,149.5156
7,105078.22,240.4977,149.5536
8,103521.36,240.5109,149.5807
9,102437.46,240.5491,149.6694
