iteration,trainRMSE
0,"[480.3378712700016, 480.60033571508615, 480.72166290790454, 480.8417024593349, 481.0813198559991, 481.22443799188966, 481.3704749274414, 481.4015306015466, 479.8492550536172, 479.76654643990383, 479.757811219342, 479.8162243641628]"
10,"[442.9993951633018, 439.2665611250263, 439.00856952499646, 439.0665814003265, 439.2698773372116, 439.37204563389815, 439.4629082529042, 439.4393994539972, 437.75123866276704, 437.5980809749263, 437.51576733019226, 437.50465791545554]"
20,"[423.5732684422108, 420.5143413805103, 420.2379270978721, 420.30339085468626, 420.5046697270936, 420.5950079666192, 420.67448688405347, 420.6462491099271, 418.9186501585104, 418.7642037039635, 418.6832783469339, 418.67730392995657]"
30,"[404.78843826828137, 401.32878590556436, 400.984522511675, 401.03889636132055, 401.23326705354884, 401.3159011985489, 401.3881591523854, 401.3602248336098, 399.5956808001602, 399.44431593894564, 399.36890757621165, 399.36661642800743]"
40,"[383.9790500725376, 379.65122942223644, 379.17631014713584, 379.2060255807346, 379.38717405808194, 379.45790382866466, 379.5200910308926, 379.492792432598, 377.68468066060086, 377.53881186955226, 377.47067964538246, 377.47276610764743]"
50,"[361.68589228909195, 357.0166492615545, 356.44830444034443, 356.4477857192908, 356.61036448430434, 356.66554132481167, 356.71475193074485, 356.68834950368836, 354.83359901330704, 354.6952747961297, 354.6365834453357, 354.644157656563]"
60,"[339.3670925684127, 334.5922778599647, 333.9693015903906, 333.9405551843508, 334.0810786455004, 334.11708174513984, 334.150009271486, 334.1249236443335, 332.22513555384614, 332.0971219584674, 332.05052884972105, 332.0648471574456]"
70,"[316.42196400205967, 313.1382160542283, 312.62186866668304, 312.56113441638, 312.6692580742396, 312.6800624625104, 312.69208926650873, 312.66890277976626, 310.7330264061081, 310.6193310369018, 310.58842095177914, 310.61104610301413]"
80,"[293.5360146923201, 294.52799887161603, 294.6520478212655, 294.54262684081914, 294.5556947948597, 294.53555903759275, 294.5283549118819, 294.5120430322474, 292.5673942551835, 292.4768581425199, 292.4699434015913, 292.5055827635434]"
90,"[273.78996892539806, 278.0309179938502, 280.3422326639942, 280.8860779483963, 280.82462722258447, 280.4932451170582, 280.2469291980016, 280.2421197226843, 278.3312499121529, 278.29372926324135, 278.4140172400782, 278.6249929476576]"
100,"[255.88579274563446, 265.6945505768838, 271.04346021062213, 273.051051487447, 273.2165079594964, 272.78793679801606, 272.18924247688113, 271.9550880100103, 269.9300359636125, 269.7297148404483, 269.8340512677095, 270.2089694803664]"
110,"[244.3721228284801, 255.1708204859019, 262.68408546483937, 266.72948073044057, 266.5847471583308, 264.65206852550324, 263.0552136933521, 263.2453749118962, 261.7108011446546, 261.5462681073308, 262.06190852171153, 263.39859370544104]"
120,"[237.36120583855072, 247.45781629681304, 252.43218370709135, 254.19157675842345, 255.1845798907454, 255.67147139348043, 255.69160897170642, 256.4116782604815, 255.2634894171052, 255.00253289054154, 255.40434555151165, 257.04259000452896]"
130,"[229.53008059456874, 240.83544722213958, 244.13802051316932, 245.27082025819473, 248.11531944387056, 250.7279364086245, 252.53977292109167, 254.23176410524894, 252.8230991285365, 253.02385359317648, 253.5937414408647, 254.72184560977593]"
140,"[224.20179921442985, 237.26758760910656, 236.81963025479337, 233.22410191097129, 234.80814888411697, 239.13375096224752, 243.78258260003017, 249.01929718144066, 250.87494197270482, 253.04166709009775, 254.31660357950918, 255.51393905501203]"
150,"[221.22075491222787, 233.39128859448542, 232.5596431330498, 229.729636192491, 230.4854614952817, 234.0584086351407, 238.91640648206598, 244.76468967779118, 248.1938503961434, 251.98502045236063, 254.3181906193066, 255.7937018529318]"
160,"[215.76139868491703, 227.99057109305897, 226.74852772221774, 225.62352539001034, 228.29173756394394, 232.1918896483535, 236.46153926655825, 240.7575250200934, 242.23511608205513, 246.76741335051946, 251.48427341019237, 255.04912579580798]"
170,"[215.88314862913342, 229.42265328466175, 227.8151717184358, 224.94101015532726, 226.38107310052925, 228.91254473035713, 232.15939311564168, 235.70555701872124, 236.29743406298124, 238.359387424437, 243.61999347739973, 249.80417297716664]"
180,"[212.1321741157646, 226.0619026943102, 227.00738986481048, 225.96448802272909, 227.15784804779105, 229.28794191453034, 232.89009024403538, 235.8625331269063, 235.54406302218487, 236.32652112416127, 239.37907665092985, 242.41434098512124]"
190,"[208.98903876734047, 220.29328380190623, 219.1454121294989, 217.53248621508672, 221.14546460032838, 229.2437008260642, 237.80939129038453, 244.82533610923102, 247.27707178113155, 250.05633031689916, 253.46780904239247, 257.1107749769134]"
200,"[211.8108679940463, 223.47008005820985, 221.386346653047, 217.57930952026504, 216.79332741767846, 218.88379932894566, 222.06850628982122, 224.62468428277103, 226.053159646923, 231.43601038840504, 237.92604464059227, 246.10696818480028]"
210,"[207.29474404809451, 216.45002875178892, 213.55421505456158, 210.43924746095848, 211.8177790639981, 216.07122813226093, 220.71515250937298, 224.68702984579065, 226.5140970621627, 232.15018184519866, 239.73099294043982, 249.41348653056457]"
220,"[205.1618863862308, 213.39822099577435, 209.22028582340215, 206.2690226323796, 207.91720304093596, 211.6042187802598, 215.3547835696938, 218.50291579451425, 219.40375437032355, 224.11076561646524, 230.53541075697984, 239.7293290720607]"
230,"[201.8232559277618, 214.17384578725586, 213.8194606145611, 209.64034544982363, 209.58938159984572, 213.88245529291817, 218.93724947023694, 224.99344441840478, 229.09655996434276, 236.36933798880122, 243.5385664663031, 250.53113625959472]"
240,"[207.34549156719288, 215.81966293631558, 211.98246049132388, 208.02823674469693, 208.5078591938077, 213.28184301867205, 219.4107894954403, 226.04815567000745, 229.03811354562217, 232.1187362375216, 235.5225437237949, 242.46430978937752]"
250,"[204.06948041626796, 211.64059785485492, 213.09552074127154, 214.16613231389186, 216.8721942537781, 220.58575056447776, 225.44482555438003, 230.8391283292493, 232.431557657545, 233.47853583382317, 234.31227140707537, 239.95400602071575]"
260,"[202.43468648276604, 208.42240532813585, 207.06195390643987, 205.3266090922007, 206.49567930091274, 208.58469749604313, 211.1520446754391, 214.08523249815147, 216.27223978852965, 220.31383360468178, 225.98298404014156, 230.60796022464413]"
270,"[200.01686263267314, 208.00548977754153, 208.28604068027624, 209.5998209298635, 212.15062252805217, 214.2537652115588, 217.72709185307139, 222.19503711494283, 224.33235108940198, 227.32965501640277, 231.24697639388046, 234.63900215394182]"
280,"[197.92272576011092, 200.88776582562102, 198.62576623592741, 198.52890108241735, 200.5589709383176, 204.0245961473334, 208.4610227472662, 213.1110381457239, 215.28419540482824, 222.7984534189508, 231.75002346095874, 244.05486250490677]"
290,"[195.4126009083589, 200.90851164090108, 199.16227340156797, 204.3370761175857, 210.43200297287532, 215.63973992191933, 217.16309677466776, 218.92759561402465, 219.13444486035925, 221.994877889619, 226.09800408864726, 232.8006020229606]"
300,"[194.85417749449581, 200.34219645549976, 198.31820201474187, 196.10366986114227, 195.6847510372052, 196.64555699231735, 197.76491228967927, 200.90793636650727, 202.47134960988032, 205.83756470696733, 210.03910064097371, 215.75433458608083]"
310,"[193.73111726324385, 198.74001248152948, 197.37808490862318, 196.5084110231973, 197.3437165535721, 199.13152247656774, 199.7350256461904, 201.63039448260338, 201.14485055668544, 204.6336093557572, 209.20884314165116, 218.4739253121013]"
320,"[192.96199352601374, 197.506865426387, 195.9294457980639, 194.88149920992197, 198.62709131208803, 202.31976666386407, 204.50030535561734, 209.11660111642453, 215.05062837258822, 222.95156947092593, 231.2574566940363, 237.28244836346278]"
330,"[190.8423937471825, 193.83216933728102, 192.08860585541422, 190.89856306766097, 190.29590282692993, 193.46766376524607, 195.25988578692133, 196.43264802060887, 196.55964964506578, 198.73108227144618, 202.480043571604, 211.47964537554373]"
340,"[191.89773859055344, 193.03845530202886, 192.5395503968485, 192.1878168735362, 191.48150874486788, 194.2535150784276, 196.5670325417096, 198.56652957687908, 201.54706729785278, 203.40968678769593, 207.6499905741494, 218.01589771829947]"
350,"[187.0944627214324, 188.9125888450665, 186.6551209257862, 185.50414055887217, 185.58717830076222, 189.46670047834232, 193.25547894226963, 196.48047822135274, 197.941853614888, 199.5880534710596, 203.42582248372824, 212.0409695405315]"
360,"[186.67808833848025, 189.4824961871131, 188.77908584977925, 186.89121816666642, 185.77211072771013, 188.18814866068558, 190.6979173239156, 195.59221686518708, 196.5149897133962, 201.22947025328205, 209.04158585209385, 223.82629787459598]"
370,"[186.0446779063735, 187.41547812293905, 185.18963224024958, 184.12802579775635, 184.27184947791756, 185.54397805523894, 188.91558190979777, 192.59902471125926, 193.30130135315375, 193.27968268941072, 196.95089292561698, 210.66135071659335]"
380,"[183.53724615907078, 185.22623554852396, 184.08718136102698, 183.67880457886943, 183.29921587679257, 184.16148267183243, 186.38064020831138, 190.62815397598558, 193.54224473001713, 198.02332688574592, 205.36122479814344, 217.5447251554832]"
390,"[183.3969407913694, 183.5989013167256, 180.89807073942566, 181.83775183824295, 184.36563067500916, 186.07119360420188, 187.3028738381645, 191.88366783318216, 190.66944128729244, 191.79616228821422, 194.52039817518485, 204.07528042405193]"
400,"[182.88627462242312, 182.87986270200201, 181.38737704753714, 182.92903202507685, 186.67990975031918, 189.34554657385507, 191.07151768195305, 193.1297882540191, 190.02525619984286, 189.6292606795128, 193.5602521641973, 203.0653909196419]"
410,"[181.28451562368423, 182.10144173938633, 183.04669236257396, 188.1846644026378, 193.19767179970006, 199.38530727080237, 202.26237381318282, 205.17411979440243, 206.1121076788812, 206.911343600854, 209.97982277869312, 216.17276202362555]"
420,"[180.084560304243, 179.8369701626145, 177.44056258625918, 178.45633937225207, 178.53808996615518, 180.76935641740565, 182.49533282176353, 184.64873605395016, 186.0110167238258, 188.6245847409964, 197.5438410844606, 216.70995985424995]"
430,"[180.84939816529203, 180.29132076062976, 178.1203250413927, 180.94606730883098, 182.59328063079028, 185.49615608679088, 185.94877559197448, 186.85104316482088, 186.95613554760632, 188.45640256362802, 191.85658821290653, 198.4015556912787]"
440,"[179.09916486928034, 180.53075344266884, 177.79898267031322, 177.18046790592132, 178.9210153021023, 179.67688368493455, 181.0311306065774, 183.0117335321576, 184.98005119548276, 186.3030314735907, 188.57591936290967, 197.7346909744125]"
450,"[177.81336942676614, 178.68305156896554, 177.14751445392795, 177.26267402507668, 178.49285956893732, 179.96015356826157, 181.29339137234444, 183.80993346275952, 186.72934379849698, 188.7044947672726, 190.41513413976284, 197.54246494993126]"
460,"[177.575687583449, 178.02099216631186, 175.14743128069333, 174.81488786240615, 176.78202929554203, 178.50243380197853, 179.46350239559644, 181.22174001701842, 184.1755681116197, 186.02423256389685, 189.03629926254752, 202.15819338165622]"
470,"[176.22590272406433, 177.1817506538213, 174.40538837293496, 173.72110950930454, 174.08995054809017, 174.3265368265814, 174.4471538437052, 175.67926211395903, 178.93801675976957, 179.5410857556091, 183.50037165586525, 195.154259003751]"
480,"[174.6393100995072, 174.72815086727127, 172.21752575277125, 171.77629379232602, 173.22909725071813, 174.21934983382516, 174.6979557692806, 174.18303697381103, 176.49961478327248, 176.8606647440121, 182.64449819107256, 196.2661094639458]"
490,"[174.1165257836609, 173.6682854090997, 172.06649482388895, 172.71491853459523, 174.1484043290925, 175.95602189113384, 175.85887422937418, 176.90542829773233, 178.34827099211964, 178.7170678546676, 180.3533408153516, 188.38701776274632]"
500,"[173.05091814607553, 174.6601729486031, 174.01301352620249, 176.12718404410884, 179.35218878243882, 181.15517770813463, 180.87310271549805, 182.38160784225627, 183.56845946993295, 184.43897548227488, 184.31518746647367, 191.64342177935134]"
510,"[176.08413552770267, 178.85989843636563, 176.7742094659298, 174.98951359330155, 177.2427049714446, 179.17129233938942, 180.5990423203603, 182.59719384463116, 182.64235664943365, 181.1649546370879, 183.04094494510647, 195.95485344750568]"
520,"[172.97925203510405, 173.18681554380123, 172.24341767620888, 172.6357088895928, 174.78787693964836, 175.84615202395753, 177.4169061419481, 180.78418575255955, 185.5261086552191, 194.11382188540992, 204.4545304061678, 224.20940849721777]"
530,"[173.26700140806972, 173.60625767913223, 171.33077713919224, 171.95757318299397, 172.8815670669065, 172.76350167765005, 172.30725667029384, 171.25542070356278, 171.97811641895638, 172.93611242384623, 177.75149649189711, 192.06686310412468]"
540,"[172.11890934344632, 172.88668259116878, 171.44133265487127, 170.7497415142246, 171.40833576203656, 172.5059054620777, 171.70461631049912, 170.84912621600026, 171.60891697867956, 171.4057008299691, 177.41127064644374, 192.58503078276192]"
550,"[171.14036939049933, 172.56966220575183, 171.43922607824078, 171.91016135621084, 173.7476952268222, 173.42527508315064, 173.6823994893936, 173.00606039129417, 173.69919458695196, 175.548816199565, 185.19830592539364, 203.46632989396207]"
560,"[170.7445617095374, 171.19078659588402, 169.9803148945144, 169.4224508060955, 170.69227873368132, 170.65170954200624, 169.2232524789906, 168.41452783351224, 168.14145015050343, 167.6880779065284, 173.8895623625813, 190.71029168850527]"
570,"[170.64743197928613, 171.42572741043742, 171.19091909813423, 170.88525259175097, 172.05873222248778, 173.03217253822567, 172.76047847839558, 172.52735854124242, 174.3916450900936, 174.9240054549928, 179.82062828427306, 194.11924193731394]"
580,"[169.8416366470134, 169.94700265178597, 169.15251006705427, 169.4169900475382, 171.33263217000516, 171.44782972128095, 170.31281130286547, 171.00434045631462, 171.57685042269807, 172.12974514291318, 176.0142803258775, 190.64462950791824]"
