0,trainLoss,trainRMSE-avg,testRMSE-avg
1,115263.06,149.5206,158.0664
2,76444.27,149.522,158.0661
3,67148.42,149.5211,158.0493
4,64295.14,149.521,158.0274
5,63123.82,149.521,158.0206
6,62565.18,149.5204,158.0198
7,62269.16,149.5199,158.0028
8,62083.73,149.52,158.0066
9,61950.79,149.52,158.0159
