iteration,trainLoss,trainRMSE-avg
0,3777.018,61.46
10,762.9912,27.59
20,708.488,26.55
30,689.14655,26.17
40,680.8562,26.0
50,660.2211,25.61
60,642.92896,25.28
70,671.94916,25.83
80,635.8958,25.14
90,629.78357,25.04
100,608.5559,24.61
110,606.21826,24.56
120,594.27405,24.31
130,577.69543,23.98
140,586.13574,24.12
150,580.09766,24.03
160,544.40753,23.29
170,535.5462,23.09
180,513.6398,22.61
190,521.037,22.75
200,492.33304,22.13
210,480.89545,21.88
220,506.37503,22.41
230,484.5564,21.96
240,460.98572,21.43
250,439.44592,20.92
260,415.64227,20.35
270,428.8542,20.65
280,492.39114,22.12
290,458.97122,21.37
300,400.11243,19.97
310,396.60306,19.88
320,400.84677,19.99
330,454.53156,21.28
340,449.80887,21.13
350,394.67828,19.83
360,407.60553,20.13
370,367.80255,19.15
380,415.67746,20.36
390,418.6457,20.41
400,365.30252,19.09
410,344.24545,18.52
420,389.13968,19.65
430,347.92914,18.62
440,326.9587,18.05
450,327.36896,18.06
460,319.186,17.84
470,321.68515,17.91
480,351.38873,18.71
490,433.71466,20.79
500,322.6276,17.93
510,287.5411,16.93
520,318.41702,17.82
530,286.10422,16.89
540,291.90497,17.06
550,289.55188,17.0
560,286.7137,16.91
570,288.7653,16.97
580,278.53275,16.67
590,293.00476,17.1
600,295.15103,17.15
610,257.07498,16.01
620,259.40338,16.09
630,260.51392,16.12
640,267.0406,16.32
650,287.68015,16.94
660,269.9049,16.41
670,265.2133,16.26
680,246.66823,15.69
690,255.55394,15.97
700,244.00832,15.6
710,250.61868,15.81
720,234.96814,15.31
730,257.38226,16.02
740,246.66922,15.69
750,230.46388,15.16
760,237.28795,15.38
770,229.6883,15.13
780,247.09734,15.7
790,236.96472,15.37
800,219.66496,14.8
810,211.45013,14.52
820,209.01285,14.43
830,219.11787,14.78
840,218.19876,14.75
850,204.69069,14.28
860,208.14192,14.4
870,196.1959,13.98
880,204.2051,14.27
890,197.4445,14.03
900,203.73131,14.25
910,189.63525,13.74
920,181.842,13.45
930,190.10754,13.76
940,177.53632,13.29
950,227.30916,15.04
960,212.90703,14.56
970,181.9604,13.46
980,189.57727,13.74
990,188.28745,13.7
