iteration,trainRMSE
0,"[481.1478445735808, 480.62363872196386, 480.68997936830505, 480.69754762593135, 480.8453909825539, 480.85813427740936, 480.8895702092041, 480.90422072303096, 479.444241967702, 479.4919173711703, 479.5739629123794, 479.67399448409464]"
10,"[382.0210224824745, 371.9230402381675, 370.8402106939599, 370.7559754869669, 370.91075471241743, 370.9707381006557, 371.0264705302182, 370.9986119493593, 369.1727656524016, 369.02921923182487, 368.96422125010105, 368.96816657398807]"
20,"[351.114172033223, 344.9594585991877, 344.0991164277565, 344.04709571276913, 344.19296320107156, 344.237174069189, 344.27780705183255, 344.25217095641233, 342.3721997846183, 342.2396018789974, 342.18704159948294, 342.1978667130799]"
30,"[327.20970366087244, 322.29840926619636, 321.57511332576826, 321.4781259677864, 321.59231589418135, 321.61344705565506, 321.6348597537876, 321.6107497297637, 319.6884661679944, 319.56807227276215, 319.5299632495066, 319.5488338317668]"
40,"[304.677102217977, 301.7232742802933, 301.71745667393856, 301.5230285574084, 301.45704987922494, 301.3936352979293, 301.3950252364403, 301.3832787974662, 299.4424484831522, 299.34489852668895, 299.3320436648573, 299.36674450866786]"
50,"[282.62518048030097, 284.4469672675022, 286.6130512608171, 286.4654521776421, 285.76616972304134, 285.2744136520312, 285.21472870291404, 285.2505296811599, 283.40498197996067, 283.39427742386596, 283.463092735011, 283.5503282058374]"
60,"[264.022401693584, 269.98116207460225, 275.4573202110694, 276.39080720089504, 275.37552438971204, 274.2675488407171, 273.7794754208367, 273.84111307579786, 272.1907225275558, 272.2860931636461, 272.57030243368746, 272.9213265468261]"
70,"[255.0516524674878, 261.4314776254626, 265.5514403735129, 266.85625593806964, 266.64975198073614, 266.01431854052635, 265.32622365982417, 265.51538609096013, 263.7976335623099, 263.7934290882735, 264.2891918872795, 265.3066477792768]"
80,"[245.23316344656246, 252.43532413978295, 258.1664271889, 260.43505334043726, 261.14030995121624, 261.3220159060446, 261.30778196890776, 262.287022972009, 260.75023651486157, 260.7622281681229, 261.31730805102575, 262.77277689827827]"
90,"[242.98906631596628, 247.4432488261859, 248.25571425321635, 249.56363196268327, 252.95111057756606, 256.1090593457864, 258.18469346022766, 259.8542367299102, 258.46303940222896, 258.18436398913093, 258.98501608246346, 260.52745162771544]"
100,"[235.39265711272074, 241.41345572300622, 244.94765193161922, 247.63619465831815, 251.61034304132735, 255.06692885800132, 256.8835701384466, 258.23992832744034, 256.72458149506326, 256.54007950489853, 256.9744591413978, 258.04239923163755]"
110,"[233.763452472318, 238.65013190674605, 237.47423374710098, 237.64513960425086, 241.2248092667039, 246.14273535322158, 250.41840441570704, 255.2207247395697, 255.5366641917532, 255.34336938736595, 255.8949913138688, 257.0470994808577]"
120,"[228.08414558020854, 232.915888079838, 233.10477405952318, 234.02189199843295, 238.66191309335343, 245.49213550786172, 250.72100686990362, 254.41742756868166, 254.28284878371446, 254.30229473044096, 255.87874971814998, 257.1234143279207]"
130,"[228.08742172393085, 235.57967005250865, 233.58867253582682, 230.8403604633781, 231.53497441062638, 236.08465424281425, 240.61630828480844, 246.40825384520423, 248.69568053516022, 251.16460592933674, 253.41530450926817, 255.44581268754473]"
140,"[225.51800800575208, 236.47527796534183, 235.2935097653792, 230.88316460420512, 230.44461439471908, 232.74716877816113, 236.53941398284016, 241.84977283745252, 244.0217217987862, 247.23299468155815, 251.07358382350364, 255.49766566507552]"
150,"[222.88218140065382, 233.52811328041562, 232.97845921983404, 228.59754556155704, 227.92117163738976, 229.2515322023188, 232.45430931015125, 237.07403847784192, 239.2281552302366, 242.94155559795138, 248.1892620089177, 254.01442829702654]"
160,"[217.28711769851336, 223.52916746972852, 220.6720411959005, 218.2603767050278, 220.67269369453496, 227.00581982141165, 233.91297821537083, 241.82281411358156, 246.19134012249108, 249.7856312601693, 253.6906244470362, 258.4292027828749]"
170,"[218.6586539124409, 227.6686010487449, 225.6633432983835, 222.2839254552183, 223.2556883397433, 226.3051999746067, 229.9922137538479, 232.77951968490257, 232.791189762129, 234.1395807978314, 238.88475202498122, 246.48737577171502]"
180,"[226.18410027629264, 249.61489339060577, 264.2051397787081, 268.2012341505493, 266.25964230454025, 263.28305504726853, 260.1028130206274, 257.39176148879375, 252.62027957114935, 250.3986832652989, 249.98290997307305, 250.3111045612989]"
190,"[212.4703311697571, 221.54273251184074, 220.02754129250883, 218.90294470638764, 222.15317116921435, 227.78949143686341, 233.19854221445163, 237.3059820624668, 237.58680675318195, 238.00603815000642, 241.10130031012795, 246.08308109436152]"
200,"[216.28312988487014, 227.11493205534495, 226.20751382949507, 222.8682258832957, 223.2133408846239, 224.79789232355878, 228.33145919439505, 232.00046737152897, 231.54762112090103, 232.37218481061868, 234.0235582144769, 239.47055307220901]"
210,"[213.21872147591444, 220.58000720528352, 217.79877625059376, 215.38810514305806, 218.33165863666287, 222.86140517409052, 227.1530116526032, 230.67605984508734, 230.03489819924783, 230.4822551674505, 233.21763612438465, 241.6425641832234]"
