iteration,trainLoss,trainRMSE-avg
0,230418.88,480.02
10,164287.36,405.09
20,145060.84,380.52
30,126460.41,355.15
40,109238.086,329.95
50,95648.33,308.7
60,85052.02,291.14
70,78302.445,279.54
80,75343.555,274.36
90,73569.98,271.2
100,70943.48,266.32
110,67052.81,258.89
120,63603.227,252.12
130,61318.27,247.53
140,59116.78,242.97
150,55738.89,235.93
160,53655.793,231.43
170,52615.016,229.14
180,51284.62,226.03
190,50161.28,223.55
200,50762.62,224.87
210,46204.004,214.48
220,44719.746,211.04
230,44073.13,209.52
240,44195.36,209.58
250,42729.3,206.08
260,42705.008,206.27
270,41601.87,203.46
280,39495.88,198.22
290,39169.6,197.44
300,39241.203,197.61
310,39116.676,197.23
320,39084.7,197.15
330,37829.516,193.92
340,37749.71,193.73
350,37297.008,192.62
360,36491.246,190.51
370,39201.715,197.59
380,35629.86,188.25
390,36501.195,190.64
400,36682.36,191.05
410,38585.71,196.07
420,42504.203,205.57
430,35333.742,187.55
440,33880.016,183.65
450,33802.254,183.52
460,32326.318,179.41
470,31715.912,177.71
480,31057.664,175.86
490,30948.062,175.56
500,34364.457,185.04
510,31482.229,177.14
520,31124.643,176.13
530,32094.37,178.88
540,29603.186,171.78
550,30310.354,173.87
560,30839.143,175.32
570,29060.732,170.21
580,30130.654,173.37
590,28553.89,168.75
600,28142.371,167.53
610,28490.969,168.55
620,27601.68,165.93
630,29354.629,171.17
640,33548.734,182.87
650,29879.346,172.72
660,27953.215,167.05
670,28221.809,167.86
680,28151.84,167.65
690,27223.879,164.87
700,26183.387,161.65
710,27883.861,166.86
720,26296.191,162.05
730,25394.115,159.22
740,26380.412,162.34
750,25259.795,158.81
760,27006.236,164.28
770,26390.006,162.39
780,26304.625,162.1
790,25049.934,158.17
800,25599.531,159.92
810,24222.043,155.52
820,24421.541,156.16
830,23897.314,154.48
840,25334.406,159.09
850,23919.14,154.58
860,23217.746,152.25
870,23732.863,153.97
880,24848.824,157.55
890,22852.588,151.05
900,22699.457,150.54
910,23095.113,151.88
920,22372.965,149.46
930,22423.43,149.65
940,22892.033,151.22
950,22027.56,148.32
960,22236.531,149.03
970,23591.715,153.52
980,22117.646,148.61
990,21902.104,147.88
