iteration,trainRMSE
0,"[658.9706204317339, 658.2559751352856, 657.5254833698453, 656.8203788706535, 656.1374891669741, 655.9612219105994, 655.8806209804956, 655.7497902158515, 655.6929208189607, 655.6551841818673, 655.6063195722949, 655.5480929445243]"
10,"[578.7593497757283, 570.2887519667681, 568.4582666597701, 567.6307666981916, 566.955609456636, 566.820873487362, 566.7582222783138, 566.6381117133055, 566.5816849439333, 566.558887757375, 566.5363380612469, 566.5097206779737]"
20,"[554.3664980715295, 545.691842107749, 543.73301515297, 542.8725270147048, 542.1863669782681, 542.0565330482176, 542.0059917286213, 541.8957989831979, 541.844145234333, 541.828696610192, 541.8093381178589, 541.7776028434918]"
30,"[531.0649007880585, 521.713238768866, 519.676191438034, 518.8119702847041, 518.1334642065846, 518.019428253992, 517.9809158148574, 517.8808822200708, 517.8369465086467, 517.8310470556894, 517.8226676350355, 517.8000720584907]"
40,"[507.081510595779, 496.9029915459553, 494.75490860797004, 493.879834616346, 493.20891467531084, 493.1118474608029, 493.0867531672168, 492.9988818188949, 492.9641895542454, 492.9698752623082, 492.9747057653037, 492.96316384515615]"
50,"[482.2862725282836, 471.45372790837644, 469.29793066201887, 468.44818952217605, 467.8047533724228, 467.73304606907743, 467.7248093952658, 467.6515309816054, 467.62664053813535, 467.6449532378308, 467.6651129319624, 467.6665364437597]"
60,"[458.36162194584614, 447.73793971320924, 445.7543644713773, 444.9748756593745, 444.3861116525407, 444.37003829983934, 444.3999040643922, 444.36006423565243, 444.3556238133576, 444.3944712048544, 444.4366025823583, 444.45342890649255]"
70,"[435.5037395210509, 424.5402241576052, 422.54760894507564, 421.8518067655996, 421.41629932950826, 421.55136117616905, 421.7123959796895, 421.80897494239633, 421.9018684525176, 422.07952423724987, 422.2727587233263, 422.4777422071327]"
80,"[411.50047662988743, 401.87508960110443, 400.5802596754806, 400.4280640766493, 400.3786547717151, 400.86499453370953, 401.267410133571, 401.50490095897527, 401.6859922413496, 401.94609979482937, 402.22261707873986, 402.5305387544702]"
90,"[390.2676890498769, 383.0892931618928, 382.19392327711694, 381.97030160372594, 381.6963306688585, 381.9699048850557, 382.3009077767187, 382.5966921169937, 382.8689303052877, 383.11006441211276, 383.4643182807418, 383.9446873637877]"
100,"[368.31348611806465, 362.5742969260974, 362.73608268118977, 363.1978045839975, 363.50442221706913, 364.13958993323024, 364.82702060172033, 365.61996094634975, 366.06445271525183, 366.49656631502717, 367.2189691259624, 368.13072038430107]"
110,"[354.6317551022578, 349.39453377837384, 350.7180910351318, 351.51176027363056, 351.9469295582429, 352.50456784372506, 353.42799961416523, 354.3318591560577, 355.1666447878693, 355.86379143425836, 356.7509714231582, 358.1421803696068]"
120,"[340.93392620237177, 337.7855759107465, 340.4656618075119, 342.5268711488556, 343.45276502584136, 343.98473702443164, 344.69385589572744, 345.54087509250877, 345.99534308008504, 347.104748823459, 347.9231997164746, 349.19902538971235]"
