0,trainLoss,trainRMSE-avg,testRMSE-avg
1,124016.2,138.3221,174.1465
2,82554.84,138.3237,174.1694
3,62227.57,138.3267,174.1932
4,56802.53,138.3272,174.1876
5,55580.02,138.3251,174.1749
6,55219.16,138.3234,174.1556
7,55081.34,138.3227,174.1122
8,55013.78,138.3228,174.0848
9,54970.53,138.3225,174.1014
