iteration,trainRMSE
0,"[467.21986695205754, 467.3921680638598, 467.60035607514004, 467.7020832623528, 467.7961527929552, 467.78108500157566, 467.8792432885035, 468.0374958381874, 468.2603771806778, 468.45501635064846, 468.54413061163694, 468.5930990922008]"
10,"[424.3045988432116, 340.45708716892767, 329.2008161966672, 328.79654544060367, 328.84325160110706, 328.89762176717295, 329.0706715325972, 329.24518969476037, 329.4392702310631, 329.54733237139067, 329.5650718569663, 329.59076945467666]"
20,"[405.97985466922256, 307.66506882682535, 303.85571446363514, 303.3653289375425, 303.0148282574823, 302.33277326741876, 301.9456946417135, 301.859718086702, 301.92524172614566, 301.96056680837904, 301.9532337317768, 302.0530230751147]"
30,"[391.33820548641665, 282.1201969602674, 281.0342531514728, 281.21397709883314, 280.6420938011543, 279.9765035687921, 279.7222244846644, 279.74265312956635, 279.8990041936918, 280.0876196269486, 280.2443444920018, 280.56041481158513]"
40,"[378.94817482558784, 260.1079514414527, 262.57687210750487, 264.44667690861195, 264.18975076153663, 263.2537746570537, 262.6752586022348, 262.4865816299777, 262.508866711021, 262.57935307560615, 262.66396247964974, 263.02009600331803]"
50,"[363.4278047557248, 241.28652988021304, 238.03891176836723, 239.8005747876286, 241.9797444210295, 244.11893720957767, 245.63575903356755, 246.34745030750028, 246.85187119824468, 246.96156639761858, 246.8615378769542, 246.9046851140274]"
60,"[359.6036697760043, 235.24861679868073, 225.99977124977698, 226.5455140394218, 231.00469000976176, 235.20894574178766, 238.0319401434894, 239.64783674703094, 240.63628562222178, 240.7285229508178, 240.4849280808109, 240.76288731717216]"
70,"[352.4058584334377, 242.21235858193128, 231.96140916021216, 223.60827760890072, 220.64416415374794, 222.78156561649396, 228.84514340203384, 234.61343301045298, 237.93843018559866, 239.40372240562286, 239.49344537136483, 239.0917863532954]"
80,"[344.6605540301478, 221.3114594321145, 210.3247622683491, 205.15157036011516, 206.26129380682806, 213.55887885607495, 223.3575693348075, 231.05586257733972, 234.79911245194575, 236.30642585424863, 236.77291183449657, 237.38719125755316]"
90,"[338.8603852659561, 223.3264953541565, 216.60072175875518, 208.89480860944713, 206.7902874434147, 210.6631100905901, 219.06691363170557, 228.00847933045875, 235.3141617374417, 239.4766918248149, 240.32767559832365, 239.7437784065176]"
100,"[336.1654248493922, 209.1028726314056, 201.12291416747425, 198.1946909244333, 202.1733041760802, 210.74296751341896, 221.24678136841902, 229.31410792248766, 233.22146551794535, 234.85819255784833, 235.52485969181967, 236.28367497339997]"
110,"[335.8462355438092, 207.1390704453371, 200.92780512706247, 194.93686684484535, 194.9488439404503, 201.89176724539163, 213.65330962696999, 225.1328541179965, 231.92488406973857, 235.43948575681287, 236.99798603235885, 237.769852503826]"
120,"[323.9171686702974, 198.93883673130426, 194.57549583109545, 191.63588457382633, 193.14068606354382, 199.29849610840768, 210.11536241948974, 221.93699616217683, 230.25390615924056, 234.3082999023387, 236.14290150126132, 237.86049554796762]"
