0,trainLoss,trainRMSE-avg,testRMSE-avg
1,115576.13,147.6909,158.46379999999999
2,76035.479999999996,147.767,158.65819999999999
3,65650.050000000003,147.75069999999999,158.53790000000001
4,62319.150000000001,147.72399999999999,158.5172
5,60929.230000000003,147.7056,158.4879
6,60258.110000000001,147.70359999999999,158.44220000000001
7,59896.82,147.6996,158.45670000000001
8,59674.959999999999,147.69669999999999,158.45240000000001
9,59521.57,147.6977,158.43610000000001
