0,trainLoss,trainRMSE-avg,testRMSE-avg
1,246195.66,297.6294,185.6123
2,183038.38,297.7573,185.6338
3,171553.77,297.9431,185.6623
4,167321.96,297.9616,185.7114
5,165280.08,297.9005,185.6034
6,164214.53,297.8562,185.5523
7,163561.82,297.8191,185.5303
8,163096.11,297.7981,185.5603
9,162701.66,297.8244,185.5811
