0,trainLoss,trainRMSE-avg,testRMSE-avg
1,60316.48,169.0333,69.4396
2,59575.91,169.0296,69.4558
3,58891.19,169.0283,69.4592
4,58230.11,169.0316,69.4616
5,57551.62,169.0318,69.4341
6,56906.56,169.0259,69.4408
7,56263.88,169.0346,69.48
8,55622.8,169.0348,69.4094
9,54964.76,169.0286,69.4892
